House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Duck Mills,Roy,Higgins,7,Son,NA,Male,Student,None,NA
1,Duck Mills,Shaun,Higgins,5,Son,NA,Male,Student,None,NA
2,Duck Mills,Lynda,Potter,88,Head,Widowed,Female,Retired Communications engineer,None,Christian
3,Duck Mills,Charlotte,Armstrong,44,Head,Single,Female,Commercial horticulturist,None,None
3,Duck Mills,Duncan,Wong,46,Partner,Single,Male,Ergonomist,None,None
3,Duck Mills,Scott,Armstrong,3,Son,NA,Male,Child,None,NA
4,Duck Mills,Robert,Wilkinson,41,Head,Single,Male,"Programmer, applications",None,None
4,Duck Mills,Gavin,Taylor,31,None,Single,Male,Heritage manager,None,Catholic
4,Duck Mills,Oliver,Smith,32,None,Single,Male,Veterinary surgeon,None,Methodist
5,Duck Mills,Andrea,Newman,33,Head,Divorced,Female,"Scientist, product/process development",None,Catholic
5,Duck Mills,Alan,Newman,5,Son,NA,Male,Student,None,NA
6,Duck Mills,Joanne,Porter,36,Head,Single,Female,Patent examiner,None,None
6,Duck Mills,Keith,Butler,42,Partner,Single,Male,Financial adviser,None,None
6,Duck Mills,Tony,Porter,4,Son,NA,Male,Child,None,NA
6,Duck Mills,Lisa,Porter,1,Daughter,NA,Female,Child,None,NA
7,Duck Mills,Olivia,Pearce,25,Head,Married,Female,Commercial art gallery manager,None,None
7,Duck Mills,Douglas,Pearce,27,Husband,Married,Male,Ergonomist,None,None
8,Duck Mills,Bernard,Wells,83,Head,Widowed,Male,Retired Data processing manager,None,None
9,Duck Mills,Clifford,Andrews,41,Head,Single,Male,Unemployed,None,Catholic
9,Duck Mills,Raymond,Andrews,8,Son,NA,Male,Student,None,NA
9,Duck Mills,Joyce,Andrews,8,Daughter,NA,Female,Student,None,NA
9,Duck Mills,Mathew,Cooper,4,Son,NA,Male,Child,None,NA
9,Duck Mills,Hayley,Cooper,3,Daughter,NA,Female,Child,None,NA
10,Duck Mills,Diane,Bartlett,33,Head,Single,Female,Sport and exercise psychologist,None,None
10,Duck Mills,Alexandra,Bartlett,11,Daughter,NA,Female,Student,None,NA
10,Duck Mills,Iain,Bartlett,7,Son,NA,Male,Student,None,NA
11,Duck Mills,Ashleigh,Lewis,45,Head,Married,Female,Unemployed,None,None
11,Duck Mills,Simon,Lewis,48,Husband,Married,Male,Futures trader,None,None
11,Duck Mills,Shane,Lewis,13,Step-Son,NA,Male,Student,None,NA
11,Duck Mills,Mark,Lewis,12,Step-Son,NA,Male,Student,None,NA
11,Duck Mills,Rachael,Lewis,12,Step-Daughter,NA,Female,Student,None,NA
1,Knight Drive,Natasha,McLean,29,Head,Married,Female,"Presenter, broadcasting",None,None
1,Knight Drive,Leslie,McLean,29,Husband,Married,Male,Theatre director,None,None
2,Knight Drive,Sarah,Watson,55,Head,Single,Female,Artist,None,None
2,Knight Drive,Robin,Davies,53,None,Single,Male,English as a second language teacher,None,Christian
3,Knight Drive,Paige,Roberts,26,Head,Single,Female,"Development worker, community",None,None
3,Knight Drive,Neil,Bishop,54,None,Single,Male,Clinical cytogeneticist,None,None
3,Knight Drive,Vanessa,Fowler,35,None,Single,Female,Psychiatric nurse,None,Christian
3,Knight Drive,Craig,Gibson,22,None,Single,Male,University Student,None,None
4,Knight Drive,Ashleigh,Cooper,47,Head,Widowed,Female,"Scientist, physiological",None,Methodist
4,Knight Drive,Rita,Cooper,4,Neice,NA,Female,Child,None,NA
4,Knight Drive,Norman,King,1,Nephew,NA,Male,Child,None,NA
4,Knight Drive,Sandra,Bolton,44,Visitor,Single,Female,Mining engineer,None,Christian
4,Knight Drive,Frederick,Patel,44,Sibling,Divorced,Male,"Therapist, horticultural",None,None
5,Knight Drive,Stacey,Barnett,36,Head,Single,Female,"Conservator, museum/gallery",None,Catholic
5,Knight Drive,Hugh,Barnett-Smith,37,Partner,Single,Male,Mechanical engineer,None,Catholic
5,Knight Drive,Terry,Barnett-Smith,9,Son,NA,Male,Student,None,NA
5,Knight Drive,Kim,Barnett-Smith,5,Daughter,NA,Female,Student,None,NA
6,Knight Drive,Garry,Browne,78,Head,Married,Male,Retired Primary school teacher,None,None
6,Knight Drive,Jacqueline,Browne,76,Wife,Married,Female,Retired Teaching laboratory technician,None,None
7,Knight Drive,Robert,O'Connor,24,Head,Married,Male,"Psychologist, occupational",None,Muslim
7,Knight Drive,Joyce,O'Connor,19,Wife,Married,Female,University Student,None,None
8,Knight Drive,Yvonne,Moore,60,Head,Single,Female,"Geologist, engineering",None,Catholic
8,Knight Drive,Gail,Moore,32,Daughter,Divorced,Female,"Psychologist, counselling",None,Catholic
9,Knight Drive,Irene,Wilson,51,Head,Married,Female,Multimedia programmer,None,None
9,Knight Drive,Jeffrey,Wilson-Young,53,Husband,Married,Male,"Scientist, research (medical)",None,None
9,Knight Drive,Maurice,Wilson-Young,19,Son,Single,Male,University Student,None,None
9,Knight Drive,Joshua,Hill-Wilson-Young,11,Son,NA,Male,Student,None,NA
10,Knight Drive,Karen,Patel,43,Head,Married,Female,Horticultural therapist,None,None
10,Knight Drive,Trevor,Patel,47,Husband,Married,Male,Unemployed,None,None
10,Knight Drive,Barry,Patel,11,Son,NA,Male,Student,None,NA
10,Knight Drive,Samuel,Patel,10,Son,NA,Male,Student,None,NA
11,Knight Drive,Tracey,Lloyd,30,Head,Single,Female,Academic librarian,None,None
11,Knight Drive,Sheila,Lloyd,0,Daughter,NA,Female,Child,None,NA
11,Knight Drive,Antony,White,26,Cousin,Single,Male,Corporate investment banker,None,None
12,Knight Drive,Sarah,Pearson,59,Head,Married,Female,Database administrator,None,None
12,Knight Drive,Alan,Pearson,60,Husband,Married,Male,Unemployed,None,None
12,Knight Drive,Kimberley,Pearson,21,Daughter,Single,Female,University Student,None,None
12,Knight Drive,Clifford,Pearson,17,Son,NA,Male,Student,None,NA
13,Knight Drive,Katie,Rahman,38,Head,Married,Female,Unemployed,None,Catholic
13,Knight Drive,Jeremy,Rahman,40,Husband,Married,Male,"Teacher, English as a foreign language",None,None
14,Knight Drive,Diana,Jenkins,34,Head,Married,Female,Broadcast engineer,None,Catholic
14,Knight Drive,Carl,Jenkins,39,Husband,Married,Male,Catering manager,None,None
15,Knight Drive,Ryan,Walker,93,Head,Married,Male,Retired Press photographer,None,Christian
15,Knight Drive,Nicola,Walker,91,Wife,Married,Female,"Retired Therapist, music",None,Christian
16,Knight Drive,Bethany,Clayton,69,Head,Divorced,Female,"Retired Teacher, early years/pre",None,None
16,Knight Drive,Tracey,Clayton,40,Daughter,Divorced,Female,Chief Marketing Officer,None,None
17,Knight Drive,Ross,Sanderson,31,Head,Single,Male,Unemployed,None,None
18,Knight Drive,Nicole,Smith,42,Head,Single,Female,Communications engineer,None,Catholic
18,Knight Drive,Francesca,Smith,12,Daughter,NA,Female,Student,None,NA
18,Knight Drive,Clive,Smith,10,Son,NA,Male,Student,None,NA
19,Knight Drive,Rosie,Brown,25,Head,Married,Female,Senior tax professional/tax inspector,None,None
19,Knight Drive,Damien,Brown,30,Husband,Married,Male,Advertising art director,None,None
20,Knight Drive,Joshua,Pugh,53,Head,Married,Male,"Radiographer, therapeutic",None,Christian
20,Knight Drive,Kayleigh,Pugh,53,Wife,Married,Female,Hydrographic surveyor,None,Christian
20,Knight Drive,Frances,Carter,24,Daughter,Divorced,Female,Banker,None,Christian
20,Knight Drive,Duncan,Carter,22,Son,Single,Male,University Student,None,Christian
20,Knight Drive,Cameron,Carter,20,Son,Single,Male,University Student,None,Christian
20,Knight Drive,Edward,Carter,5,Son,NA,Male,Student,None,NA
21,Knight Drive,Alexandra,French,52,Head,Married,Female,Marketing executive,None,Christian
21,Knight Drive,Toby,French,53,Husband,Married,Male,"Administrator, sports",None,None
22,Knight Drive,Caroline,Wheeler,72,Head,Married,Female,"Retired Scientist, research (physical sciences)",None,None
22,Knight Drive,Norman,Wheeler,74,Husband,Married,Male,Retired Mudlogger,None,Christian
23,Knight Drive,Jenna,Stone-Buckley,56,Head,Married,Female,Media planner,None,Jewish
23,Knight Drive,Ricky,Stone-Buckley,58,Husband,Married,Male,Unemployed,None,Jewish
23,Knight Drive,Melissa,Stone-Buckley,20,Daughter,Single,Female,University Student,None,None
23,Knight Drive,Glen,Stone-Buckley,18,Son,Single,Male,Student,None,None
23,Knight Drive,Carolyn,Stone-Buckley,14,Daughter,NA,Female,Student,None,NA
24,Knight Drive,Beth,Arnold,40,Head,Married,Female,Private music teacher,None,None
24,Knight Drive,Ashley,Arnold,46,Husband,Married,Male,Stage manager,None,None
25,Knight Drive,Vincent,Hughes,74,Head,Single,Male,Retired Hotel manager,None,Muslim
26,Knight Drive,Mary,Bishop,39,Head,Married,Female,Analytical chemist,None,None
26,Knight Drive,Allan,Bishop,44,Husband,Married,Male,Veterinary surgeon,None,None
26,Knight Drive,Melanie,Harris-Bishop,16,Daughter,NA,Female,Student,None,NA
26,Knight Drive,Sandra,Harris-Bishop,15,Daughter,NA,Female,Student,None,NA
27,Knight Drive,Sarah,Short,34,Head,Married,Female,Plant breeder/geneticist,None,Catholic
27,Knight Drive,Alex,Short,41,Husband,Married,Male,Sales executive,None,Catholic
27,Knight Drive,Geraldine,Short,13,Daughter,NA,Female,Student,None,NA
27,Knight Drive,Marie,Short,11,Daughter,NA,Female,Student,None,NA
28,Knight Drive,Patricia,King,49,Head,Married,Female,Ecologist,None,Catholic
28,Knight Drive,David,King,55,Husband,Married,Male,"Accountant, chartered",None,Catholic
28,Knight Drive,Oliver,King,4,Son,NA,Male,Child,None,NA
28,Knight Drive,Joshua,Hughes,43,Lodger,Divorced,Male,"Investment banker, operational",None,None
29,Knight Drive,Rachel,Evans,43,Head,Divorced,Female,Unemployed,None,Methodist
29,Knight Drive,Francis,Evans,18,Son,Divorced,Male,Student,None,Methodist
29,Knight Drive,Julian,Evans,14,Son,NA,Male,Student,None,NA
29,Knight Drive,Alice,Evans,10,Daughter,NA,Female,Student,None,NA
29,Knight Drive,Arthur,Evans,10,Son,NA,Male,Student,None,NA
30,Knight Drive,Alan,Smith,25,Head,Married,Male,"Therapist, speech and language",None,Christian
30,Knight Drive,Tina,Smith,19,Wife,Married,Female,University Student,None,Christian
31,Knight Drive,Lucy,Smith,70,Head,Married,Female,Retired Medical technical officer,None,None
31,Knight Drive,Leon,Smith,71,Husband,Married,Male,Retired Forensic scientist,None,None
32,Knight Drive,Beverley,Wallace,42,Head,Married,Female,"Engineer, automotive",None,Christian
32,Knight Drive,Connor,Wallace,47,Husband,Married,Male,Public house manager,None,None
33,Knight Drive,Joanna,Holt,37,Head,Single,Female,Unemployed,None,None
33,Knight Drive,Kenneth,Holt,5,Son,NA,Male,Student,None,NA
34,Knight Drive,Frances,Jones,45,Head,Married,Female,Unemployed,None,Catholic
34,Knight Drive,John,Jones,45,Husband,Married,Male,Aeronautical engineer,None,Catholic
34,Knight Drive,Naomi,Jones,15,Daughter,NA,Female,Student,None,NA
34,Knight Drive,Shirley,Jones,11,Daughter,NA,Female,Student,None,NA
34,Knight Drive,Allan,Jones,7,Son,NA,Male,Student,None,NA
35,Knight Drive,Jade,Ryan,37,Head,Married,Female,Unemployed,None,Catholic
35,Knight Drive,Trevor,Ryan,39,Husband,Married,Male,Sports administrator,None,Catholic
35,Knight Drive,Abbie,Ryan,1,Daughter,NA,Female,Child,None,NA
35,Knight Drive,Sheila,Adams,39,Lodger,Single,Female,"Engineer, mining",None,Christian
36,Knight Drive,Bethany,Turner,19,Head,Single,Female,University Student,None,Methodist
36,Knight Drive,Ann,Grant,20,None,Single,Female,University Student,None,Christian
37,Knight Drive,William,Griffin,63,Head,Single,Male,"Teacher, English as a foreign language",None,Methodist
38,Knight Drive,Sophie,Davies,38,Head,Married,Female,Farm manager,None,Catholic
38,Knight Drive,Kyle,Davies,40,Husband,Married,Male,Unemployed,None,Catholic
39,Knight Drive,Carly,Dickinson,36,Head,Divorced,Female,"Doctor, general practice",None,None
39,Knight Drive,Carol,Dickinson,1,Daughter,NA,Female,Child,None,NA
40,Knight Drive,Mohammad,Bray,44,Head,Divorced,Male,Make,None,Catholic
41,Knight Drive,Harriet,Townsend-Taylor,72,Head,Married,Female,Retired IT trainer,None,None
41,Knight Drive,Aaron,Townsend-Taylor,71,Husband,Married,Male,Retired Telecommunications researcher,None,None
42,Knight Drive,Molly,Sanderson,54,Head,Married,Female,Data processing manager,None,Catholic
42,Knight Drive,Iain,Sanderson,59,Husband,Married,Male,Patent attorney,None,Catholic
43,Knight Drive,Rebecca,Cooper,71,Head,Married,Female,"Retired Designer, blown glass/stained glass",None,Christian
43,Knight Drive,Lawrence,Cooper,76,Husband,Married,Male,"Retired Engineer, mining",None,None
44,Knight Drive,Kerry,Clarke,46,Head,Single,Female,"Research officer, political party",None,Methodist
45,Knight Drive,Marian,Watson,64,Head,Married,Female,Osteopath,None,Christian
45,Knight Drive,Arthur,Watson,63,Husband,Married,Male,Intelligence analyst,None,Christian
45,Knight Drive,Gemma,Davies,24,Granddaughter,Single,Female,Heritage manager,None,None
45,Knight Drive,Sean,Parker,21,Grandson,Single,Male,University Student,None,Christian
46,Knight Drive,Victor,Jones,18,Head,Single,Male,Student,None,NA
1,Davison Ramp,Emily,Power,71,Head,Single,Female,"Retired Engineer, manufacturing systems",None,Christian
1,Davison Ramp,Jacob,Power,30,Son,Single,Male,Counselling psychologist,None,Christian
1,Davison Ramp,Georgina,Power,27,Daughter,Divorced,Female,Planning and development surveyor,None,None
2,Davison Ramp,Teresa,Allan,33,Head,Single,Female,Unemployed,None,None
2,Davison Ramp,Ben,Allan,3,Son,NA,Male,Child,None,NA
2,Davison Ramp,Jeremy,Allan,1,Son,NA,Male,Child,None,NA
3,Davison Ramp,Kyle,Shaw,40,Head,Married,Male,Hydrologist,None,Methodist
3,Davison Ramp,Brenda,Shaw,35,Wife,Married,Female,"Engineer, building services",None,Methodist
3,Davison Ramp,Judith,Shaw,9,Neice,NA,Female,Student,None,NA
3,Davison Ramp,Brian,Davis,5,Nephew,NA,Male,Student,None,NA
4,Davison Ramp,Margaret,Harrison,48,Head,Married,Female,Unemployed,None,None
4,Davison Ramp,Karl,Harrison,45,Husband,Married,Male,Acupuncturist,None,None
4,Davison Ramp,Emily,Harrison,20,Daughter,Single,Female,University Student,None,None
4,Davison Ramp,David,Harrison,16,Son,NA,Male,Student,None,NA
5,Davison Ramp,Margaret,Goodwin,42,Head,Married,Female,Electrical engineer,None,None
5,Davison Ramp,Benjamin,Goodwin,46,Husband,Married,Male,"Surveyor, mining",None,None
5,Davison Ramp,Joseph,Goodwin,19,Son,Single,Male,University Student,None,None
5,Davison Ramp,Glenn,Goodwin,10,Son,NA,Male,Student,None,NA
6,Davison Ramp,Clare,Nicholls,88,Head,Divorced,Female,Retired Advertising art director,None,None
7,Davison Ramp,Georgia,Brooks,44,Head,Married,Female,Holiday representative,None,None
7,Davison Ramp,Russell,Brooks,41,Husband,Married,Male,"Engineer, energy",None,None
8,Davison Ramp,Kim,Booth,70,Head,Widowed,Female,Retired Production manager,Physical Disability,Christian
9,Davison Ramp,Geraldine,Butler,38,Head,Married,Female,Communications engineer,None,None
9,Davison Ramp,Howard,Butler,41,Husband,Married,Male,Unemployed,None,None
9,Davison Ramp,Marion,Butler,14,Daughter,NA,Female,Student,None,NA
9,Davison Ramp,Thomas,Butler,13,Son,NA,Male,Student,None,NA
1,Heart Drive,Conor,Roberts,24,Head,Married,Male,Youth worker,None,Muslim
1,Heart Drive,Charlene,Roberts,20,Wife,Married,Female,University Student,None,Muslim
2,Heart Drive,Alison,McCarthy,44,Head,Married,Female,Market researcher,None,None
2,Heart Drive,Jake,McCarthy,43,Husband,Married,Male,Community arts worker,None,None
2,Heart Drive,Billy,McCarthy,14,Son,NA,Male,Student,None,NA
3,Heart Drive,Jemma,Sullivan,40,Head,Single,Female,Environmental consultant,None,None
3,Heart Drive,Abigail,Sullivan,12,Daughter,NA,Female,Student,None,NA
3,Heart Drive,Victor,Sullivan,9,Son,NA,Male,Student,None,NA
3,Heart Drive,Liam,Sullivan,9,Son,NA,Male,Student,None,NA
3,Heart Drive,Amber,Sullivan,1,Daughter,NA,Female,Child,None,NA
4,Heart Drive,Gail,Preston,70,Head,Married,Female,"Retired Research officer, government",None,Christian
4,Heart Drive,Samuel,Preston,73,Husband,Married,Male,Unemployed,None,Christian
5,Heart Drive,Jemma,Adams,35,Head,Married,Female,Prison officer,None,Catholic
5,Heart Drive,Norman,Adams,37,Husband,Married,Male,Psychiatric nurse,None,Catholic
5,Heart Drive,Laura,Adams,7,Daughter,NA,Female,Student,None,NA
5,Heart Drive,Thomas,Adams,7,Son,NA,Male,Student,None,NA
6,Heart Drive,Hannah,Freeman,43,Head,Married,Female,Emergency planning/management officer,None,None
6,Heart Drive,Leonard,Freeman,45,Husband,Married,Male,Medical technical officer,None,None
6,Heart Drive,Guy,Freeman,9,Son,NA,Male,Student,None,NA
7,Heart Drive,Leanne,Chapman,76,Head,Married,Female,Retired Contracting civil engineer,None,Christian
7,Heart Drive,Joe,Chapman,76,Husband,Married,Male,Retired Diplomatic Services operational officer,None,Christian
7,Heart Drive,Stephen,Chapman,8,Grandson,NA,Male,Student,None,NA
8,Heart Drive,Natalie,Rhodes,69,Head,Married,Female,Retired Community arts worker,None,None
8,Heart Drive,Graeme,Rhodes,70,Husband,Married,Male,"Retired Optician, dispensing",None,None
8,Heart Drive,Mary,Rhodes,33,Daughter,Single,Female,Quantity surveyor,None,None
8,Heart Drive,Ellie,Rhodes,33,Daughter,Divorced,Female,Exercise physiologist,None,None
8,Heart Drive,Patrick,Rhodes,1,Son,NA,Male,Child,None,NA
9,Heart Drive,Georgia,Lee,19,Head,Single,Female,University Student,None,Christian
9,Heart Drive,Charlotte,Jackson,20,None,Single,Female,University Student,None,Catholic
9,Heart Drive,Laura,Williams,22,None,Single,Female,University Student,None,None
9,Heart Drive,David,Rogers,25,None,Single,Male,PhD Student,None,Methodist
10,Heart Drive,Annette,Cooper,33,Head,Married,Female,"Pilot, airline",None,Methodist
10,Heart Drive,William,Cooper,35,Husband,Married,Male,"Designer, jewellery",None,Methodist
11,Heart Drive,Roy,Webb,71,Head,Married,Male,Retired Adult nurse,None,Christian
11,Heart Drive,Catherine,Webb,68,Wife,Married,Female,Retired Cartographer,None,None
12,Heart Drive,Marilyn,Walton,37,Head,Single,Female,Unemployed,None,None
12,Heart Drive,Clifford,Walton,10,Son,NA,Male,Student,None,NA
13,Heart Drive,Colin,Glover,33,Head,Married,Male,Unemployed,None,None
13,Heart Drive,Kirsty,Glover,32,Wife,Married,Female,Unemployed,None,None
14,Heart Drive,Barbara,Davies,60,Head,Married,Female,Records manager,None,Christian
14,Heart Drive,Elliott,Davies,64,Husband,Married,Male,Claims inspector/assessor,None,Christian
14,Heart Drive,Richard,Davies,9,Adopted Grandson,NA,Male,Student,None,NA
15,Heart Drive,Toby,Hopkins,46,Head,Single,Male,Automotive engineer,Disabled,None
16,Heart Drive,Hayley,Nash,56,Head,Divorced,Female,Operational investment banker,None,None
17,Heart Drive,Gary,Thomas,26,Head,Married,Male,Forensic psychologist,None,None
17,Heart Drive,Mary,Thomas,24,Wife,Married,Female,Physiological scientist,None,None
18,Heart Drive,Harriet,Pratt,27,Head,Single,Female,Drilling engineer,None,None
18,Heart Drive,Mathew,Carter,26,Partner,Single,Male,Chief Operating Officer,None,None
19,Heart Drive,Frederick,Bryant,39,Head,Single,Male,"Nurse, mental health",None,None
19,Heart Drive,Joyce,Marshall,35,Partner,Single,Female,Estate agent,None,None
19,Heart Drive,Ashleigh,Bryant,2,Daughter,NA,Female,Child,None,NA
